;segment_id;time_to_eruption
4268;1253771879;9411657
4052;1253865296;23438507
1997;125407016;19610049
1581;1254183576;18535477
1715;1255076992;24919043
4359;1255705928;45718525
3980;1255874891;16267678
1571;1256153889;18067698
476;1256832219;27700783
3813;1256976573;33741199
3700;1257785;14796900
3318;1258074117;28361801
1566;1259389296;1309239
1508;1261672283;41450687
3779;1262119935;24693566
3055;1262173496;32126218
735;1264187919;40457646
585;1264680628;14076689
1693;1264939370;24539913
494;1265017674;42044275
1838;1265054165;30845989
2299;1265639221;37872185
1018;1265760121;33264237
3278;126625232;32166185
1065;1266854541;39093900
2497;1266857808;12900356
1964;1266859938;17357054
1129;1267021789;24012373
3477;1267880986;1711202
1418;126790315;20973081
3698;1268769573;1361819
551;1269253757;41916091
2701;1269542251;17272036
1552;1270605742;9611687
2655;1270753287;4286124
546;1271458082;14172194
1172;1272356913;36393484
2566;1273244004;16596236
1543;1274841432;13690975
341;1275918064;32747157
1306;1276176836;30026972
3905;1276225678;30595338
3425;127669549;16353347
1570;1277106217;30711414
3389;1278306150;31138345
1975;1278603683;25273159
2313;1278829366;37065442
2143;1278968691;16813323
1456;127998922;5295003
575;1280459895;2417296
1405;1280586826;14850319
611;1280739208;8401838
3224;1281262417;43833798
2753;128130872;6044494
3462;128144433;2157877
2196;1282052294;12664993
4285;128323508;25144055
1239;1283526641;496591
908;1283573689;15684576
4249;1283709970;40214519
4167;1284285054;12664798
385;1284309765;18814834
493;1285239035;3745407
1318;128716706;31830791
971;1287286275;24459008
1785;1287402853;3817445
4370;1287615701;22371476
2798;1288080146;14497768
3502;1288194015;19313063
243;1288880407;29103272
3846;1289259843;6841208
162;1290142372;32919533
2868;1291417658;32490027
3660;1291687640;35060398
1705;1292845647;16459111
866;129287408;45580716
1819;1293088481;3843745
2865;1293102918;3112081
289;129320976;5940596
2976;1293710766;34862735
3676;1294359814;42135109
3271;1294381215;17919618
3837;1294895949;13633377
3096;129657665;40295852
3490;1296601630;29949919
530;1296693816;43654259
598;1296697611;41255182
4427;1297437712;35659379
1038;1297566199;28033233
4306;1298037063;15445880
1824;1298395396;21587978
3809;1298711544;47097506
4027;129965179;20598469
591;1300210122;14418064
655;1300256705;23485651
2216;130096034;40882671
3583;1300979382;47732494
628;1301215104;223909
1826;1301925952;9681030
2612;130209120;37694491
1860;1302280863;21782363
1469;1302654402;19415799
2327;1303574893;9225722
3591;1304034123;30542702
327;1304106205;17280547
4005;1304351479;15028626
2473;1305093267;41890828
4244;1305129725;2606972
2085;1305598339;34191056
332;1305694172;3567310
141;1305758519;22894091
661;1305823886;25383127
11;1307215143;40763190
86;1307328343;45421344
3513;1307861967;22104403
2790;1308565628;11578015
691;1308750050;44004164
1808;1309817072;6488895
621;1310208823;3264638
1780;1310911931;3108189
2938;1310954041;27310910
640;1311274723;999448
3724;1312446527;34026564
208;1312630419;2901003
2975;1312764883;485948
3437;1313448605;17546699
734;1313551275;30949149
1175;1313680478;14951435
209;1313787407;3421039
3384;1313998053;12295088
3059;1314192981;12226256
1585;1314629889;9263864
2273;1315469276;8854465
2867;1315506288;264407
3168;1317025433;3382269
1442;1317400348;6689322
74;1317554940;28574695
487;1318204178;7490208
489;1319370888;12643422
1929;1319378846;16428564
799;1319864887;21340440
1503;1319975881;24706665
2382;1320010275;18647241
1907;1320483504;9538722
2284;1320498730;14917233
3816;132258958;41136804
408;1323724621;47861879
409;1324741890;25208019
54;1324761660;6732691
3794;132489921;25110667
1052;1326488338;17054143
3773;1326617744;8102386
3090;1326807935;42231910
4313;1327115949;41874131
4362;132764109;26857087
2698;1328234349;38426977
92;1328518626;24795441
1478;1328943551;44592312
1892;1328956322;6482513
1577;1329020649;13688423
3111;1329220620;27605672
139;1329263976;38723640
3665;132927805;41008548
3401;1329905008;15808421
367;1330823364;28588026
1124;1331551006;21816852
184;1332087486;20651770
1720;1332361740;23715961
3883;1332574136;20035967
1370;1332634054;3377905
2293;1333272006;37934056
1413;1333853572;43678790
1064;1334508596;35144376
1160;1334588229;21420262
1401;1335503667;19185737
1048;1336077563;4103293
3101;1336134836;37476518
2759;133629750;20370086
600;1336882195;37982622
383;133763341;39982437
3558;1337708357;31616330
547;1338729778;43395620
902;1338917012;15067636
3455;133899712;30582612
258;1339140243;26946321
3331;1340035112;15592075
1656;134008248;41232805
3681;1340699060;42789004
4290;1340723162;39038981
2614;1340962670;16245449
1166;1341275515;15340604
1314;1341530534;7556403
3973;1343997378;33135705
3268;1344317045;42035680
1814;1344426246;8561708
4287;1344705421;31508414
3772;1344839103;40144143
4260;1344874727;8903315
3736;1344932064;18973804
173;1345496888;35887276
352;1345648815;18444695
421;1345892489;44789145
1904;134592962;15003763
4375;1345995920;1949709
3344;1346216299;9306881
1431;1346352171;6348372
4180;1347072942;35121313
3776;1347428608;21951350
2665;1348064674;12120974
3303;1349173274;13887927
3165;1349479780;25505555
4139;1349973145;40216053
788;1350466548;18535922
723;1350859070;39849514
1700;1350940792;14141621
516;1351464367;8263319
3474;1351967389;20948638
4301;1352085264;3041637
1835;1352232540;18381816
4117;1352696610;32845152
3135;1353979920;8801258
682;1354460277;31084819
3560;1354938804;6398749
3115;13555849;15087463
3874;1356478673;6546782
2414;1357148161;47055965
2110;1357279829;45595367
1033;1357911280;11459168
2658;1357967825;13580514
1249;1358091136;26610575
1634;1358099181;40780386
94;1358458285;17690649
518;1358944219;25695460
3010;1358957614;8243677
2741;1360465324;42688491
1867;1360677443;26827565
2616;1360677928;18420287
3080;1361656569;40908445
1622;1361703143;19865130
1989;1363015883;12186135
2564;1363345018;3413816
2981;1364052091;4784463
3320;1365429543;27431129
1055;1366126036;2229916
1612;1366400860;39889961
3460;1366986013;18736764
3382;136698635;48325006
1761;1367207994;29869687
3732;1368009563;38220143
156;1368969105;41641143
4416;1370207576;7554234
2131;1370726402;8434644
4149;1371032972;17102353
330;1371124950;19171622
1951;1372045435;34592134
2743;137275078;29576561
3378;1373364071;34801015
2459;1373498251;37903667
3128;1374505946;38412886
2246;1374758095;43703135
216;1375203977;30132470
1629;1375353446;25160029
399;1376247982;16912715
1329;1376574453;10908952
1121;1376578175;15295691
637;137679693;29895176
3228;1377003857;46122697
521;1377244339;21773796
2108;1377591970;16177786
2847;1377931300;30264400
999;1377934753;734096
2656;1378201806;2765715
2675;137834515;33812616
1254;1378538542;38916978
1845;13787554;10769645
1112;1378847502;20312780
1905;1379040576;29713337
2303;1379738583;13898803
3572;1380340436;21127299
2780;138039480;11132012
3836;1380998187;5902021
3978;13810270;1912197
406;138147248;31546077
3867;1381523950;34099418
55;1381856680;28256064
669;1382431979;15354872
1805;1382546481;11784448
3620;1383888094;36932516
1353;1384601116;38995568
928;1385372778;8669960
3618;1385520858;4999232
3093;1385743153;20709054
3259;1386110645;43110496
283;1386901660;33926568
1426;1387300995;46003438
3343;1387473393;2718025
4012;1387843214;1261712
3293;1387912675;24937333
837;1387922773;41496513
3702;1388662654;30597955
1010;1389436963;34450674
2106;1389468202;22384248
3717;1392432372;18824774
1494;1392504290;38239386
4184;139264857;43543813
959;1393018175;11272680
1927;1393369578;46201700
3085;1393728805;41029727
3574;1393743223;5350801
1476;1396043556;13619864
17;139656908;46573581
622;1396760068;13249370
204;1397337085;5270014
4026;1397536621;2037576
2197;1397959564;36605764
957;1398442640;26375282
2921;1398925521;2560059
4230;1399092321;37319446
3834;1399150490;35128031
4124;139925492;25365883
339;1400253000;22532237
2813;140031872;35885461
3301;1400727315;813638
3515;1400929225;26164471
3273;1402556914;30557691
4371;1402674973;33173375
3182;1402914692;38111536
893;1403005697;35260256
2908;1403222059;39554239
1813;1403244730;11556016
602;1403440092;4524342
2235;140348256;31328285
2283;1403947680;19611271
3183;1404122310;8638039
1292;1404179874;20312592
1114;1404322654;6231590
4410;1404502479;26391649
3071;1405189645;45878543
1150;1405443107;17463099
943;1406234149;38834935
2298;1406456924;34167420
887;1406626451;24133615
1432;1406938061;12549629
3198;1407084157;38106747
1406;1407094442;40550390
3922;1407261706;8488240
3958;1408285202;42628727
3392;140851065;18540729
918;1408645616;22407847
1275;1408663387;35226727
1465;1409167039;3703319
2365;1410476318;22767337
3623;1410567660;10711654
3114;1410663630;14371266
1955;1410667473;11547553
3319;1410693848;20109998
4420;1411419095;20240451
1781;1411775590;884976
498;1412442495;14989201
4365;141250336;31298076
633;1412551688;34896450
4373;141279579;20724284
3569;1413196778;16927755
111;1413419956;14812529
3999;1413459553;8721023
47;1413955161;6955341
1557;1414081636;35386723
1148;1414856943;43265178
1410;1414888691;1670359
4245;1417147250;1074850
2530;1417251029;10526173
2119;1417483552;1667887
2075;1417547769;40087733
2427;141900078;43432715
667;1419062310;32559512
4271;1419273442;9278080
2718;1419366371;36450141
2874;1420022233;2054224
2345;142016409;37975021
3360;1420404974;32214522
917;1421336443;42542236
158;1421646167;13295155
4332;1422136694;3465144
3310;1422467265;26476421
4321;1422856161;24190434
1122;1423567749;13688549
3792;1424510231;19268660
3687;1424738928;34221526
2266;1424964276;17488136
2144;1425060539;46247153
3763;1425732038;10807435
1525;1426693444;33460236
1876;1427234962;10786024
985;1427376683;403177
4086;1428662973;10335161
3141;1429720483;40151737
2334;1429986546;20523622
1220;143072526;20881636
2568;1432155265;14924746
569;1432170310;21308936
3434;1432222552;19525390
4218;1432725171;4606707
3287;1434612372;16796215
2336;1434896619;6100013
3745;1434967441;45132336
3203;1435604135;16850801
3431;1435710094;10860069
3507;1436148540;9420852
2866;1437169630;31395864
2982;1437432319;35456519
1268;1437553540;28760497
4173;1437660399;14350533
1008;1437708188;15434735
4324;1437790674;24378488
351;1438275988;2167660
2815;1438676404;16063958
2368;1439362849;5641911
2880;1439683436;28939203
1356;1439873054;5591376
373;1440363043;2717940
2091;1440716735;31409684
508;1440719862;42529735
1219;1440782876;40932627
1225;1441988574;23733443
658;1442464431;915841
3528;1442958573;22373031
3807;1443158011;13731766
3256;1443160198;6231680
1981;1443481225;18176545
1098;1443500291;38377880
3921;1443519091;36076144
617;1444160100;29678857
1132;1444262099;16731032
475;1444387622;4208909
2882;144439544;4090379
4407;144472636;39647597
3008;1444957178;30231086
768;1445132059;10895893
3828;144524710;32420785
1423;1445652932;4676490
1325;1445824208;4134295
4356;1446284136;46038908
1699;1446664944;43171913
2347;1447237480;31724961
2902;1447263565;27752916
4125;1447502349;41005408
206;1448402324;21542756
3088;1449261406;35057010
4353;1449852524;47591939
2837;1450261744;43056319
2728;1450513592;21435141
1746;1451062875;14198322
1025;1451204584;42413592
3192;1451279123;19526120
1869;1451955122;14092572
2420;1453766944;10898069
3743;1454051706;24265888
3404;1455109840;9211332
2017;1455221961;24076806
4286;1455373409;11239673
4177;1455809756;7011219
68;1456047002;11002440
3248;1456852927;12427748
4045;1458614920;6348984
1036;1459085269;34313687
2435;1459680684;9988879
782;1460750672;7898224
1209;1460923158;26020235
3914;1461290290;28579888
2401;1461319494;25063740
3674;1461450381;26105778
3721;1461706190;44016928
3992;1462046575;42484145
2824;146209214;23565097
1750;1462188075;6739164
2025;1462667376;13736452
2033;1462800416;36949693
2057;1463782910;22673729
843;1463836548;27591482
1136;146420447;22766952
3339;1466017476;133215
3919;1466051838;35784097
3522;1466563606;1744568
1791;1466604072;17735202
1795;1467444506;30058084
1131;1468181012;36605564
1108;1468312828;36474948
3941;14685760;15964982
738;1469153943;35461196
3854;1469190191;47072066
228;1469260621;1580085
3035;1469324627;39065251
1392;1469540533;42623394
334;1469602035;20609079
1029;1469935552;21948641
939;1470369862;375939
2316;147102860;34488802
3012;147128247;45447176
187;147205244;15559380
980;1472087348;15936234
1222;1472473932;13325770
338;147392583;35627380
3204;1474141102;46445468
859;1476041037;32893033
3393;1476171977;40368173
791;1476309575;32019118
2792;1476322553;6938746
890;1477015307;9354712
3961;1477395136;35205907
3079;1477663242;42827325
3881;1477839540;3279380
151;1478302828;44424042
1811;1478564166;46700150
1662;1478840230;22186334
4200;1479213552;19890356
2804;1479278577;28784972
3726;1479710173;39868830
4236;1480698713;46826489
2623;1482496421;30238743
2910;1482862649;1451166
4398;1483578286;42433489
3863;1484098101;13959549
3701;1484819245;26680696
2597;1484856965;6211187
4312;1485671228;30707519
2816;148576934;15199839
107;148601568;3546541
3877;1486075932;29429529
3254;1486142922;7168170
3598;148632090;29792022
2411;1486489212;22632266
91;1486668961;5813305
2737;1486929834;30940343
883;14879891;14824487
2679;148815721;3861471
2502;1488245608;22938880
868;1488662239;6438207
1572;1488959516;25189906
2189;1489598665;41966473
2821;1489646598;21564667
2029;1489953884;35212924
4192;1490325704;13735390
1091;1490656252;16962783
3943;1492219470;38545192
1943;1493034353;2423197
1695;1493166217;10657648
3713;1493424939;12884793
3108;1493638592;14234492
1451;149374383;10464765
2721;1493932041;2489700
817;1494607307;24123419
1747;1494708577;136062
2482;1495126611;22488904
1776;1495345557;14745733
2389;1495482792;22567256
3461;1497265174;7373935
3640;1497445622;24753808
2285;1497846794;19970120
2911;1499144685;35893801
3684;1499296427;3554073
3272;1499681561;39681106
2772;150069740;19135477
3329;1502052925;32993239
2104;1502208709;44052487
3682;1502376061;29287011
2013;1502408473;3620769
4195;1502692763;30153412
4351;1502945599;47299314
2290;1503670205;24925604
2858;1503780649;45865779
302;15038768;43575632
1338;1504876934;33865424
3347;1504911882;26882507
2162;1505089359;14501487
1489;1505556122;34114646
1097;150565400;4652590
1279;1505680768;23128902
1796;1505762469;44264175
2477;1506120842;29061205
1806;1506387394;36342043
1507;150692731;21438625
1320;150706632;20318432
1120;1507583987;24512254
253;1507603213;6380712
1428;1508036805;46809546
3212;1508291375;43270110
938;1509404697;8406552
2461;150962494;44475340
840;1509748401;39335751
1231;1509795330;6734062
2439;1510713124;15793438
1865;1510886295;27844763
1394;1510912952;20577957
2971;151107051;18847373
1301;1511476858;3556007
1151;151157022;45396686
4070;1511802934;22207744
2727;15118652;21463592
1388;1511969211;14280956
3007;151240150;32498371
1290;1512562688;30924206
157;1512687161;14285865
704;1513196726;16730143
4417;1513209651;5374368
764;151326352;24726843
4372;1514030702;40479702
